x_elem2,fe_raw_meVatom,offset_meVatom,fe_offset_corrected_meVatom
0.93750000,-80.48295975,-83.70473446,3.22177471
0.93750000,-86.06576920,-83.70473446,-2.36103474
0.93750000,-83.34112167,-83.70473446,0.36361279
0.93750000,-84.56945419,-83.70473446,-0.86471973
0.93750000,-78.75108719,-83.70473446,4.95364727
0.93750000,-79.41770554,-83.70473446,4.28702892
0.93750000,-81.14671707,-83.70473446,2.55801739
0.93750000,-85.34574509,-83.70473446,-1.64101063
0.93750000,-77.93664932,-83.70473446,5.76808514
0.93750000,-78.48596573,-83.70473446,5.21876873
0.93750000,-77.35872269,-83.70473446,6.34601177
0.93750000,-81.72082901,-83.70473446,1.98390545
0.93750000,-79.41102982,-83.70473446,4.29370464
0.93750000,-83.68825912,-83.70473446,0.01647534
0.93750000,-85.45541763,-83.70473446,-1.75068317
0.93750000,-83.19997787,-83.70473446,0.50475659
0.93750000,-75.08325577,-83.70473446,8.62147869
0.93750000,-77.33869553,-83.70473446,6.36603893
0.93750000,-75.35791397,-83.70473446,8.34682049
0.93750000,-82.29112625,-83.70473446,1.41360821
0.93750000,-74.21731949,-83.70473446,9.48741497
0.93750000,-82.65066147,-83.70473446,1.05407299
0.93750000,-88.62829208,-83.70473446,-4.92355762
0.93750000,-79.23078537,-83.70473446,4.47394909
0.93750000,-83.78648758,-83.70473446,-0.08175312
0.93750000,-78.85217667,-83.70473446,4.85255779
0.93750000,-76.93815231,-83.70473446,6.76658215
0.93750000,-74.05900955,-83.70473446,9.64572491
0.93750000,-77.78882980,-83.70473446,5.91590466
0.93750000,-76.90477371,-83.70473446,6.79996075
0.93750000,-79.07915115,-83.70473446,4.62558331
0.93750000,-80.24072647,-83.70473446,3.46400799
0.93750000,-79.22220230,-83.70473446,4.48253216
0.93750000,-78.53841782,-83.70473446,5.16631664
0.93750000,-83.99724960,-83.70473446,-0.29251514
0.93750000,-69.32115555,-83.70473446,14.38357891
0.93750000,-82.77177811,-83.70473446,0.93295635
0.93750000,-82.70406723,-83.70473446,1.00066723
0.93750000,-82.32355118,-83.70473446,1.38118328
0.93750000,-82.27586746,-83.70473446,1.42886700
0.93750000,-77.70776749,-83.70473446,5.99696697
0.96875000,-90.62957764,-83.95227853,-6.67729911
0.96875000,-107.34367371,-83.95227853,-23.39139518
0.96875000,-101.77803040,-83.95227853,-17.82575187
0.96875000,-106.58454895,-83.95227853,-22.63227042
0.96875000,-107.28645325,-83.95227853,-23.33417472
0.96875000,-101.55200958,-83.95227853,-17.59973106
0.96875000,-107.06615448,-83.95227853,-23.11387595
0.96875000,-103.91902924,-83.95227853,-19.96675071
0.96875000,-100.46386719,-83.95227853,-16.51158866
0.96875000,-102.66208649,-83.95227853,-18.70980796
0.96875000,-99.94506836,-83.95227853,-15.99278983
0.96875000,-107.90920258,-83.95227853,-23.95692405
0.96875000,-109.92813110,-83.95227853,-25.97585258
0.96875000,-80.41763306,-83.95227853,3.53464547
0.96875000,-106.77051544,-83.95227853,-22.81823692
0.96875000,-103.37734222,-83.95227853,-19.42506370
0.96875000,-104.70008850,-83.95227853,-20.74780998
0.96875000,-104.77066040,-83.95227853,-20.81838187
0.96875000,-109.27677155,-83.95227853,-25.32449302
0.96875000,-106.58454895,-83.95227853,-22.63227042
0.96875000,-101.93061829,-83.95227853,-17.97833976
0.96875000,-104.00199890,-83.95227853,-20.04972038
0.96875000,-102.81085968,-83.95227853,-18.85858115
0.96875000,-106.76002502,-83.95227853,-22.80774650
0.96875000,-105.80825806,-83.95227853,-21.85597953
0.96875000,-103.37066650,-83.95227853,-19.41838798
0.96875000,-102.30255127,-83.95227853,-18.35027274
0.96875000,-90.36350250,-83.95227853,-6.41122398
0.96875000,-98.73294830,-83.95227853,-14.78066978
0.96875000,-94.09523010,-83.95227853,-10.14295158
0.96875000,-108.49285126,-83.95227853,-24.54057273
0.96875000,-103.99436951,-83.95227853,-20.04209098
0.96875000,-109.55715179,-83.95227853,-25.60487327
0.96875000,-101.48239136,-83.95227853,-17.53011283
0.96875000,-109.73453522,-83.95227853,-25.78225669
0.96875000,-63.57574463,-83.95227853,20.37653390
0.96875000,-99.67327118,-83.95227853,-15.72099265
0.96875000,-109.05170441,-83.95227853,-25.09942588
0.96875000,-104.37774658,-83.95227853,-20.42546806
0.96875000,-106.86683655,-83.95227853,-22.91455802
0.96875000,-106.36901855,-83.95227853,-22.41674003
0.96875000,-102.40173340,-83.95227853,-18.44945487
0.96875000,-107.02991486,-83.95227853,-23.07763633
0.96875000,-109.44080353,-83.95227853,-25.48852500
0.96875000,-106.30798340,-83.95227853,-22.35570487
0.96875000,-101.25255585,-83.95227853,-17.30027732
0.96875000,-94.88296509,-83.95227853,-10.93068656
0.96875000,-106.63604736,-83.95227853,-22.68376884
0.96875000,-101.20868683,-83.95227853,-17.25640830
0.96875000,-107.12814331,-83.95227853,-23.17586478
0.96875000,-103.63769531,-83.95227853,-19.68541679
0.96875000,-105.37052155,-83.95227853,-21.41824302
0.96875000,-94.90489960,-83.95227853,-10.95262107
0.96875000,-110.55946350,-83.95227853,-26.60718498
0.96875000,-106.77719116,-83.95227853,-22.82491264
0.96875000,-101.22013092,-83.95227853,-17.26785239
0.96875000,-100.22544861,-83.95227853,-16.27317008
0.96875000,-103.15418243,-83.95227853,-19.20190391
0.96875000,-99.39098358,-83.95227853,-15.43870506
0.96875000,-106.31752014,-83.95227853,-22.36524162
0.96875000,-102.57911682,-83.95227853,-18.62683830
0.96875000,-105.68809509,-83.95227853,-21.73581657
0.96875000,-109.44080353,-83.95227853,-25.48852500
0.96875000,-101.23157501,-83.95227853,-17.27929649
0.96875000,-100.32749176,-83.95227853,-16.37521323
0.96875000,-101.99451447,-83.95227853,-18.04223594
0.96875000,-98.58512878,-83.95227853,-14.63285026
0.96875000,-106.79244995,-83.95227853,-22.84017143
0.96875000,-106.82201385,-83.95227853,-22.86973533
0.96875000,-102.16712952,-83.95227853,-18.21485099
0.96875000,-105.64422607,-83.95227853,-21.69194755
0.96875000,-110.59570312,-83.95227853,-26.64342460
0.96875000,-106.22882843,-83.95227853,-22.27654990
0.96875000,-102.84709930,-83.95227853,-18.89482078
0.96875000,-111.50169373,-83.95227853,-27.54941520
0.96875000,-104.41207886,-83.95227853,-20.45980033
